,Price,Prod. year,Leather interior,Mileage,Cylinders,Airbags,Class_High,Class_Highest,Class_Low,Class_Lowest,Class_MidHigh,Class_MidLow,CNG,Diesel,Hybrid,Hydrogen,LPG,Plug-in Hybrid,turbo,Manual,Tiptronic,Variator,Right wheel,Expensive_color
101,17876,2013,0,0.242779597,0.2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
102,18189,2006,1,0.629852729,0.333333333,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
103,3763,2017,1,0.500523923,0.333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,13068,2010,1,0.365028286,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
105,7300,2004,0,0.458074712,0.333333333,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,17249,2011,1,0.20613362,0.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
107,21699,2012,1,0.18611003,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
108,32035,2013,1,0.437595909,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,17092,2016,0,0.205807242,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,6144,2007,1,0.194896475,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
111,15994,2011,1,0.487932594,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
112,1960,2013,1,0.251803669,0.2,0.75,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,21181,2010,1,0.481339181,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,15681,2010,1,0.788003023,0.466666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,27284,2014,0,0.186092852,0.2,0.625,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
116,31581,2014,1,0.277401457,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,12287,2007,1,0.111881885,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
118,11917,2012,1,0.225621836,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
119,13642,2009,1,0.216529053,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,15524,2013,1,0.14974176,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,34607,2014,1,0.077300108,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,14113,2010,0,0.483841415,0.2,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
123,6899,2012,0,0.040081537,0.133333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
124,8311,2010,1,0.304367742,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,9722,2005,0,0.277707794,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,15681,2016,1,0.559515357,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
127,31913,2013,1,0.231207485,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,15681,2012,1,0.44089691,0.266666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
129,14740,2013,0,0.229037356,0.2,0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
130,15367,2011,1,0.209929915,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,20665,2013,1,0.386500538,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
132,11290,2012,0,0.171778017,0.2,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,13328,2010,1,0.532526168,0.333333333,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
134,15053,2015,0,0,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,41387,2016,1,0.315467465,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,7840,2000,0,0.60981196,0.2,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
137,862,2016,1,0.435978333,0.2,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,8467,2007,1,0.30061153,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
139,8781,2002,0,0.286296695,0.2,0.5,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
140,40340,2016,1,0.420793156,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,10976,2005,0,0.346419001,0.2,0.125,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
142,17249,2005,0,0.3378301,0.2,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,5175,2014,1,0.561170152,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
144,12074,2020,1,0.007847392,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
145,31361,2011,1,0.550783308,0.333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
146,15053,2013,0,0.532511853,0.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
147,11274,2010,1,0.568084217,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,9095,2002,1,0.53537482,0.2,0.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
149,6899,2004,0,0,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
150,10036,2014,1,0.932837658,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
151,10986,2007,1,0.369551774,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
152,22357,2011,1,0.365469183,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
153,15681,2012,0,0.31808708,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
154,18776,2015,1,0.14857367,0.2,0.25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
155,19121,2011,1,0.380035959,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,18503,2012,0,0.503882183,0.2,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
157,1333,2011,1,0.408662765,0.2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
158,627,2012,1,0.779268111,0.2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
159,18503,2011,1,0.254804059,0.2,0.75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
160,18531,2011,1,0.255728797,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
161,12541,2016,1,0.094437828,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
162,11604,2002,1,0.858890085,0.466666667,0.5,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
163,2901,2013,1,0.408433728,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
164,10976,2010,1,0.261655138,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
165,6586,2014,1,0,0.333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,24932,2010,1,0.242404549,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,15677,2016,0,0.214149928,0.2,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,17249,2013,1,0.257667025,0.266666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169,21410,2012,1,0.375283434,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
170,7683,2012,1,0.261720987,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
171,21953,2012,0,0.194681753,0.2,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
172,11917,2009,0,0.397047708,0.2,0.375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
173,13799,2010,0,0.503882183,0.2,0.625,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
174,5758,2013,1,0.33376755,0.2,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
175,11133,2017,1,0.314871968,0.333333333,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
176,13485,2006,1,0.53881038,0.333333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,10515,2014,1,0.174211539,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
178,8154,2001,1,0.400815373,0.2,0.375,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
179,15210,2008,1,0.187882206,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
180,29793,2019,1,0.096461945,0.2,0.75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,6899,2012,1,0.244700648,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
182,4861,2017,1,0.065816747,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,7840,2000,0,0.823804425,0.333333333,0.25,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
184,13485,2015,0,0.194180733,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,22502,2012,1,0.080163075,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
186,10976,2005,1,0.529648886,0.333333333,0.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
187,16935,2012,0,0.309200431,0.2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
188,10976,2003,0,0.858890085,0.333333333,0.125,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
189,7997,2012,0,0.189236389,0.2,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
190,14740,2015,1,0.144677172,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
191,12143,2012,1,0.732346946,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
192,15132,2010,1,0.513350015,0.2,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,29479,2014,1,0.243352191,0.2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
194,13328,2010,1,0.532526168,0.333333333,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
195,19444,2011,0,0.40367834,0.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
196,16151,2018,0,0.096046815,0.2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
197,12231,2012,0,0.420856142,0.2,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
198,24462,2014,1,0.297748563,0.2,0.375,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
199,34905,2016,1,0.311439271,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,11917,2004,1,0.498156249,0.333333333,0.375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
201,11290,2011,1,0.148470603,0.2,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
202,30750,2014,1,0.418611576,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,12140,2007,1,0.506370101,0.2,0.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,24462,2010,0,0.486704381,0.2,0.625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,15681,2016,1,0.673544468,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
206,20385,2014,1,0.140285381,0.2,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207,13962,2011,1,0.68782781,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
208,14269,2012,0,0.668680287,0.2,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
209,31581,2014,1,0.277401457,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,3136,2014,1,0.321004443,0.2,0.75,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
211,15681,2010,1,0.788003023,0.466666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,25402,2013,0,0.595717574,0.2,0.4375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
213,10976,2007,0,0.237626257,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,16621,2011,1,0.341778132,0.333333333,0.75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
215,14740,2012,1,0.249078125,0.2,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
216,17876,2007,0,0.47932079,0.2,0.375,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
217,10036,2001,0,0.420856142,0.2,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
218,10506,2010,0,0.471816953,0.2,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
219,25089,2014,1,0.294885596,0.333333333,0.375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
220,862,2013,1,0.411113465,0.2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
221,9656,2015,1,0.435752159,0.2,0.25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
222,14113,2004,0,0.50674515,0.2,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
223,20789,2010,1,0.595869311,0.2,0.25,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
224,627,2014,1,0.596261538,0.466666667,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,25716,2012,0,0.214722521,0.733333333,0.625,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
226,7213,2010,1,0.310505944,0.2,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,11604,2014,1,0.895221136,0.2,0.25,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
